gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm006513	359.3870476829703	0.6065786160585698	0.036972294715998076	0.06680259786553167	long	short	long_short	FALSE
NonamEVm002377	90.48360261037284	-0.6877465414683342	0.037007608737889185	0.06685419789524487	long	short	long_short	FALSE
NonamEVm007712	7.415090914879256	-2.0471797816613497	0.037017799306828046	0.06686040188727328	long	short	long_short	FALSE
NonamEVm003564	464.38533757254277	0.6190351399651279	0.0370292480817275	0.0668688757329882	long	short	long_short	FALSE
NonamEVm012863	3.739470870474904	-3.1111093994237082	0.03710700867637711	0.06698485185359866	long	short	long_short	FALSE
NonamEVm003888	152.86574919379095	-0.8148661062272802	0.03710696198457128	0.06698485185359866	long	short	long_short	FALSE
NonamEVm012035	55.98978833988738	1.3365466838883462	0.0371243747149362	0.06700397814681901	long	short	long_short	FALSE
NonamEVm006203	71.86042514909674	0.7476518620478719	0.0372473325993095	0.06721364029955632	long	short	long_short	FALSE
NonamEVm002898	6.258103689692415	2.547908366166997	0.03727952072153245	0.0672307367834343	long	short	long_short	FALSE
NonamEVm013542	3977.657588015963	0.751583072134506	0.03726714400528631	0.0672307367834343	long	short	long_short	FALSE
NonamEVm002107	557.9857782278272	0.6075368250494648	0.03727499244742404	0.0672307367834343	long	short	long_short	FALSE
NonamEVm002189	157.35158749006385	0.5892204651622588	0.03728398175702177	0.0672307367834343	long	short	long_short	FALSE
NonamEVm003400	586.5599479439343	-0.7389118025583082	0.037331715483229895	0.06730454662452962	long	short	long_short	FALSE
NonamEVm006765	39.637296395662226	0.894031677213319	0.03737487305800285	0.06735781165215739	long	short	long_short	FALSE
NonamEVm008823	57.337609857110216	-0.8460335095128805	0.03737189892481968	0.06735781165215739	long	short	long_short	FALSE
NonamEVm000519	271.61096013349703	-0.7974952228821711	0.037389531602731424	0.06737196007658962	long	short	long_short	FALSE
NonamEVm004195	157.7186351899037	0.8494337648194697	0.03739689170083314	0.06737295471899596	long	short	long_short	FALSE
NonamEVm012456	18.64508508022699	-1.3248167536718534	0.037466622137200506	0.06745407402744046	long	short	long_short	FALSE
NonamEVm007385	60.900772136086474	-0.7665973334692561	0.037464896168873225	0.06745407402744046	long	short	long_short	FALSE
NonamEVm006373	358.24634333529	0.7426869515828525	0.03745046480136407	0.06745407402744046	long	short	long_short	FALSE
NonamEVm009038	353.0692122308707	0.5421552992082542	0.037469184006552164	0.06745407402744046	long	short	long_short	FALSE
NonamEVm006882	266.2486613922787	0.7021709749460089	0.03755449569965291	0.06759536002978632	long	short	long_short	FALSE
NonamEVm006138	297.1577126782969	0.5226172270463224	0.03759214452582994	0.06765082055421225	long	short	long_short	FALSE
NonamEVm005492	324.40763286504176	-0.6145779862772625	0.037664498676071814	0.06776870525425577	long	short	long_short	FALSE
NonamEVm009138	7.647177523683974	-1.7789344242960563	0.03771058162220092	0.06783928662666794	long	short	long_short	FALSE
NonamEVm004259	530.9268871341454	0.5086437486352515	0.03773000921852977	0.06786189953227383	long	short	long_short	FALSE
NonamEVm005992	4.590197482851129	-2.8898917685965158	0.037839679585212574	0.06801689566654506	long	short	long_short	FALSE
NonamEVm004205	6.732296297604714	2.229084265268319	0.037834756634676676	0.06801689566654506	long	short	long_short	FALSE
NonamEVm001878	71.93420402950585	-0.7555387582900595	0.03784367699474506	0.06801689566654506	long	short	long_short	FALSE
NonamEVm010761	104.09067595836478	-0.6973140057759017	0.03783942115006464	0.06801689566654506	long	short	long_short	FALSE
NonamEVm002483	233.18587016888534	-0.7636078484729367	0.03787453956346572	0.06806000427093821	long	short	long_short	FALSE
NonamEVm004860	70.03543987500659	0.8024920276742601	0.03789315569419003	0.06808109454424556	long	short	long_short	FALSE
NonamEVm009646	3.5377462914364926	-3.287839062889387	0.03791601004866791	0.0681097904232379	long	short	long_short	FALSE
NonamEVm000891	109.5015053066876	-0.6950150286422706	0.03798705017947382	0.06822501789039435	long	short	long_short	FALSE
NonamEVm007540	1942.5411211887226	0.44389214335419536	0.0380473987120592	0.0683210048366064	long	short	long_short	FALSE
NonamEVm010759	341.2264040667727	0.7634251587266123	0.03806333526743205	0.06833722166300936	long	short	long_short	FALSE
NonamEVm009162	49.979941656248364	0.9481532793102873	0.038072415610971626	0.06834112550084803	long	short	long_short	FALSE
NonamEVm001572	70.35820975222492	0.825598842072897	0.03808136022181852	0.06834478432265434	long	short	long_short	FALSE
NonamEVm002752	16.503561292693796	-1.3087360004146438	0.038097912246355344	0.06836209240071305	long	short	long_short	FALSE
NonamEVm000782	1525.0569568061294	-0.4951953594702718	0.03812663901772321	0.06840123635231851	long	short	long_short	FALSE
NonamEVm009107	14.30272144420971	1.4327374150342713	0.03815403605236735	0.06842635208396058	long	short	long_short	FALSE
NonamEVm006838	209.63100053838343	0.5713233372531745	0.0381544675423701	0.06842635208396058	long	short	long_short	FALSE
NonamEVm005575	40.372623157982275	0.9239293869688693	0.038202099344059534	0.06849936131705257	long	short	long_short	FALSE
NonamEVm001739	69.93919999034713	-0.7702197453652249	0.0383793285568332	0.06879356317769729	long	short	long_short	FALSE
NonamEVm006201	446.7269939875555	0.7071813823029145	0.03838007905255323	0.06879356317769729	long	short	long_short	FALSE
NonamEVm006480	297.95298147520884	0.5052593112760458	0.03842817173272071	0.06886729218888159	long	short	long_short	FALSE
NonamEVm005488	2.616107938781098	-3.324082520619793	0.038494334252457046	0.06897337167523356	long	short	long_short	FALSE
NonamEVm002928	53.98025269044115	-0.8755107062339593	0.03855338893400406	0.06906667937923681	long	short	long_short	FALSE
NonamEVm003834	49.3164035054726	0.9064775284679596	0.03860973877324488	0.0691551085791912	long	short	long_short	FALSE
NonamEVm010321	542.9926321014386	0.6222667966889756	0.038853232782836644	0.06957864488218447	long	short	long_short	FALSE
NonamEVm008134	4.593588980053156	-2.492282658983656	0.03890313900784121	0.06961762452470101	long	short	long_short	FALSE
NonamEVm004954	103.43509848654101	-0.8975189009647833	0.038892023896003644	0.06961762452470101	long	short	long_short	FALSE
NonamEVm000999	1502.6107372968484	0.4883213834524725	0.03889330280413641	0.06961762452470101	long	short	long_short	FALSE
NonamEVm010798	2092.751528532935	-0.4316298053051567	0.03889912707011576	0.06961762452470101	long	short	long_short	FALSE
NonamEVm013679	18.515975136853026	1.5689727713623485	0.038910357004275496	0.06961795207273735	long	short	long_short	FALSE
NonamEVm002195	94.72180402872611	0.6949739700078519	0.0390671221339168	0.0698857991028996	long	short	long_short	FALSE
NonamEVm010464	62.66315983273835	-0.8558476284972983	0.03913517289465882	0.06998223183331112	long	short	long_short	FALSE
NonamEVm002507	157.88596963609018	-0.6335092662861082	0.03912927912127869	0.06998223183331112	long	short	long_short	FALSE
NonamEVm007050	1424.9697682992175	-0.7771779467481801	0.03921667875817108	0.07011531219347082	long	short	long_short	FALSE
NonamEVm006927	660.2188887402692	-0.6658600022269517	0.03925122956486347	0.0701644089186938	long	short	long_short	FALSE
NonamEVm003549	471.7171684315782	-0.6022924055665034	0.039304151673145424	0.0702463220078467	long	short	long_short	FALSE
NonamEVm002364	140.7781912991228	-0.9807310052705857	0.03932475215768003	0.0702704491427233	long	short	long_short	FALSE
NonamEVm005426	59.80956270010827	-0.8057355540009513	0.0393835409438043	0.0703627949413048	long	short	long_short	FALSE
NonamEVm011113	2.3099863725860184	-3.6560671265178906	0.03948892875326347	0.07052561612385767	long	short	long_short	FALSE
NonamEVm004691	117.13796394856024	0.9892685529665345	0.03948635072900186	0.07052561612385767	long	short	long_short	FALSE
NonamEVm008714	4.484724192455992	-2.253395334913873	0.03949824268482934	0.0705269705199612	long	short	long_short	FALSE
NonamEVm003157	170.64236895334318	-0.6018989544897058	0.03950394074294108	0.0705269705199612	long	short	long_short	FALSE
NonamEVm004726	7.701019158655604	-1.8690811744835925	0.03962237666104341	0.070725656464229	long	short	long_short	FALSE
NonamEVm006638	54.075693541831406	-0.7992887728705158	0.03964687130846944	0.07075661649569226	long	short	long_short	FALSE
NonamEVm007014	22.068465875704685	-1.110249519329514	0.03973072101662454	0.07088426461239355	long	short	long_short	FALSE
NonamEVm006167	749.4405563719217	0.7104827738250219	0.03973272188813127	0.07088426461239355	long	short	long_short	FALSE
NonamEVm002204	54.8399084714531	0.7834197443509637	0.039873706775391704	0.0711229636354139	long	short	long_short	FALSE
NonamEVm013035	5568.613517729155	0.7987535050598629	0.03991543624542755	0.07117216553914242	long	short	long_short	FALSE
NonamEVm002078	75.90382187633251	-0.7763732119255983	0.039915674893112416	0.07117216553914242	long	short	long_short	FALSE
NonamEVm010416	2.3497106512099415	-3.7812652903601687	0.03994562577960626	0.07117427308516087	long	short	long_short	FALSE
NonamEVm010499	5.184368908801646	2.876706543231976	0.03993909534885579	0.07117427308516087	long	short	long_short	FALSE
NonamEVm008446	12.031628225956124	1.9611529197874884	0.03992826441559908	0.07117427308516087	long	short	long_short	FALSE
NonamEVm001010	207.24331349101004	-0.6653522306375789	0.03993407112252958	0.07117427308516087	long	short	long_short	FALSE
NonamEVm004915	8.211708782597174	-1.7376282685422422	0.04007384931949583	0.07138988530436197	long	short	long_short	FALSE
NonamEVm000493	79.82924811083734	-0.7497068561338516	0.04014045515356697	0.07149567030232158	long	short	long_short	FALSE
NonamEVm008327	14.540208050069504	1.572749260802529	0.04028777470150554	0.07174515358036689	long	short	long_short	FALSE
NonamEVm008465	100.74359250726852	-0.7084538369925061	0.040338919725033354	0.07182330867199174	long	short	long_short	FALSE
NonamEVm005714	2.6950535726411724	-3.1632853658318476	0.04035400190094902	0.07182431705248049	long	short	long_short	FALSE
NonamEVm001176	46.469778177106214	-0.7952372546307749	0.04035227954179847	0.07182431705248049	long	short	long_short	FALSE
NonamEVm002339	122.45752821262873	0.8057127917628545	0.04043083319427535	0.07194812538941717	long	short	long_short	FALSE
NonamEVm009428	1.5157686745602752	-4.9707585856096665	0.0405443167472278	0.07213710149776452	long	short	long_short	FALSE
NonamEVm013606	2.1080122960532046	-3.580708763635178	0.040632443949291504	0.07228090334750831	long	short	long_short	FALSE
NonamEVm000911	301.61126538203786	-0.7938968507302303	0.04064551467247203	0.07229115981286542	long	short	long_short	FALSE
NonamEVm003116	51.54193387770935	-0.9022491420694957	0.04074558585460711	0.07245612176409559	long	short	long_short	FALSE
NonamEVm005759	5.051505047314323	-2.2088013150237886	0.040784391063323565	0.07251209737022098	long	short	long_short	FALSE
NonamEVm008351	14.588920447041502	-1.445356691189303	0.040841372663501976	0.07258732469073556	long	short	long_short	FALSE
NonamEVm002418	135.5191214199619	-0.8310684063202114	0.04083652813959953	0.07258732469073556	long	short	long_short	FALSE
NonamEVm004258	207.56424732592208	-0.7504963569208485	0.04089489043520319	0.07265634394017428	long	short	long_short	FALSE
NonamEVm009425	400.8661127298108	0.7310431578847971	0.04088783369481311	0.07265634394017428	long	short	long_short	FALSE
NonamEVm007834	45.77457222951312	-3.2652688263062353	0.040951341338019906	0.07274239487099105	long	short	long_short	FALSE
NonamEVm000089	223.12109387249575	-0.576450709570459	0.04095802589138663	0.07274239487099105	long	short	long_short	FALSE
NonamEVm003690	45.57630584244795	0.9931038530154654	0.040983260046504086	0.07277415062268158	long	short	long_short	FALSE
NonamEVm004065	63.67971992797177	-0.8549242150556927	0.041004390323770824	0.07279860901400001	long	short	long_short	FALSE
NonamEVm003242	137.55328640650333	0.6129199158754786	0.041141824883710106	0.07302950655590945	long	short	long_short	FALSE
NonamEVm009598	2.30411778614919	-3.7073385744168768	0.041176275002733374	0.07305134769219244	long	short	long_short	FALSE
NonamEVm002709	647.9633699657371	0.5865099200899396	0.04117436186824146	0.07305134769219244	long	short	long_short	FALSE
NonamEVm002602	244.81434756182261	0.5190432290269844	0.041172139100288066	0.07305134769219244	long	short	long_short	FALSE
NonamEVm003917	96.28511477133846	-0.7740251764367524	0.04119739952001639	0.07307572426063491	long	short	long_short	FALSE
NonamEVm002201	4.665771605727301	-2.2480800777038636	0.04122615940386881	0.07310053278277831	long	short	long_short	FALSE
NonamEVm006455	277.13098734204067	-0.6684259142924843	0.0412240674167196	0.07310053278277831	long	short	long_short	FALSE
NonamEVm005858	91.74831803572337	-0.8890865706936009	0.04129437774031321	0.07320837730529192	long	short	long_short	FALSE
NonamEVm001561	386.6846959520535	0.5668380996892511	0.041317725674083663	0.07323664934098727	long	short	long_short	FALSE
NonamEVm009123	37.2937457118563	-0.955535089674728	0.041334395389008946	0.07325307606906026	long	short	long_short	FALSE
NonamEVm003700	8.43076235168256	-1.761174388507777	0.04137833507767053	0.07331781628086438	long	short	long_short	FALSE
NonamEVm004582	45.98424538093609	-1.0091043494439664	0.04146437176222018	0.07344473667335813	long	short	long_short	FALSE
NonamEVm005124	123.97752160782798	0.805536344821009	0.0414648083866261	0.07344473667335813	long	short	long_short	FALSE
NonamEVm009167	118.9481887499224	0.5968365074635875	0.04161846633706456	0.07370371203858105	long	short	long_short	FALSE
NonamEVm006965	250.21255151850158	0.781298715436854	0.04170856958192209	0.07385006344295955	long	short	long_short	FALSE
NonamEVm003653	618.949377655806	-0.8140978840775793	0.04176778962591509	0.07392846470006362	long	short	long_short	FALSE
NonamEVm002106	486.09660293758833	-0.5396170057626513	0.041767178609563416	0.07392846470006362	long	short	long_short	FALSE
NonamEVm007869	133.82850418322334	0.6192156771603582	0.04177594904726746	0.07392968379323298	long	short	long_short	FALSE
NonamEVm010458	10.424366995683027	1.8938189233502947	0.04179401334775858	0.0739484276934416	long	short	long_short	FALSE
NonamEVm005405	81.03678392542905	-0.7448734289550878	0.04185835201557733	0.07404902601826123	long	short	long_short	FALSE
NonamEVm004683	20.054142627810084	-1.257748917577686	0.04190761505610709	0.07412292378824589	long	short	long_short	FALSE
NonamEVm005758	12.656403037179171	-1.7639702756338116	0.041980302294899734	0.07423821864015864	long	short	long_short	FALSE
NonamEVm002412	1050.3371065901283	0.6280231437230399	0.042007682556726655	0.07427336547817885	long	short	long_short	FALSE
NonamEVm000905	35.97009581346601	1.1699614673336989	0.04212945742758645	0.07447536811421855	long	short	long_short	FALSE
NonamEVm002703	36.256554144036855	-1.1631761702282883	0.04214413238955266	0.07448800395195805	long	short	long_short	FALSE
NonamEVm007637	16.16063220181507	-1.3147500697838788	0.04215676273282373	0.07449702214357565	long	short	long_short	FALSE
NonamEVm005809	101.71486576774775	-0.6280956317558636	0.04221304731011286	0.07458316660969057	long	short	long_short	FALSE
NonamEVm006643	412.4952431698298	-0.49539613002395105	0.04230488573336981	0.07473208661503528	long	short	long_short	FALSE
NonamEVm000832	594.5638856305021	-0.7556934798581725	0.04234969522847903	0.07479789112636595	long	short	long_short	FALSE
NonamEVm007467	3.9547141803341916	-2.7109882977711437	0.042372424095532046	0.07482468037997593	long	short	long_short	FALSE
NonamEVm005264	101.3525237492683	-0.6779884512101361	0.04240629410522611	0.0748711305022868	long	short	long_short	FALSE
NonamEVm004073	206.5915004550751	0.6716789754017087	0.04252754117704301	0.07507180654441983	long	short	long_short	FALSE
