gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm004274	3.743444139889755	-0.9505196105039053	0.4469799768749779	0.5347979508106374	long	short	long_short	FALSE
NonamEVm009534	5.0640365865187364	-0.7764260055243339	0.447929162029602	0.5358040598869747	long	short	long_short	FALSE
NonamEVm007716	50.20738342217875	0.32993194895242883	0.44792163619693687	0.5358040598869747	long	short	long_short	FALSE
NonamEVm005454	10.990901100238307	-0.5705682969929505	0.44819233295003846	0.5360540641616607	long	short	long_short	FALSE
NonamEVm004947	45.29850892337395	0.3143914896249851	0.44839781390940797	0.5362350170933536	long	short	long_short	FALSE
NonamEVm005519	5.059095416671617	-0.8254399618218085	0.44855493097649124	0.5362932943026891	long	short	long_short	FALSE
NonamEVm005654	89.6528618663207	-0.29503211685494507	0.44852509847705563	0.5362932943026891	long	short	long_short	FALSE
NonamEVm005111	19.438531366326423	-0.5113261871184046	0.44898795462129465	0.5367461704436255	long	short	long_short	FALSE
NonamEVm009093	11.581685486770457	0.5864549210619464	0.4497418808747141	0.5375825163831588	long	short	long_short	FALSE
NonamEVm002660	5.259997832268924	0.8360613504918789	0.45024293931713116	0.5381164405171895	long	short	long_short	FALSE
NonamEVm005153	368.75005325470863	0.2031752243564241	0.45058421739178556	0.5384592942046986	long	short	long_short	FALSE
NonamEVm012452	163.89918510326578	-0.3343825951312899	0.45069322295365694	0.5385245272095374	long	short	long_short	FALSE
NonamEVm003089	513.0749890374732	0.2203286700653143	0.4509988521061042	0.5387727722713148	long	short	long_short	FALSE
NonamEVm010588	375.3545571408937	-0.1803271273145109	0.4510098671681055	0.5387727722713148	long	short	long_short	FALSE
NonamEVm010884	15.01132078939054	0.4722723590847871	0.45127726919499156	0.539027140127174	long	short	long_short	FALSE
NonamEVm000994	1493.294266035633	0.2175402165080347	0.45134418684792926	0.5390420073675004	long	short	long_short	FALSE
NonamEVm009056	140.33232467997493	0.27495764880362006	0.45159427157585347	0.5392756017273617	long	short	long_short	FALSE
NonamEVm012024	2.105955391715327	-1.3085356694121775	0.4520351531795494	0.5397305929103099	long	short	long_short	FALSE
NonamEVm003493	8.144382389774703	-0.6404592453547276	0.45208436586838713	0.5397305929103099	long	short	long_short	FALSE
NonamEVm003963	28.880242774244856	-0.3631332323740833	0.45250766286177513	0.5401707878986884	long	short	long_short	FALSE
NonamEVm007713	3.424668974867186	-0.9232111113076241	0.45287049811812924	0.5405387105749617	long	short	long_short	FALSE
NonamEVm011269	15.561307207222258	-0.5686030774315565	0.4530055983180638	0.5405527167143227	long	short	long_short	FALSE
NonamEVm012048	144.62900821275016	0.24190354604554784	0.4530461027110542	0.5405527167143227	long	short	long_short	FALSE
NonamEVm003576	1032.941031162024	0.18670924800544278	0.4530340802370765	0.5405527167143227	long	short	long_short	FALSE
NonamEVm003776	88.31008131285577	-0.2574779848704267	0.45340850255108056	0.5409198964732361	long	short	long_short	FALSE
NonamEVm001673	583.0237235792906	0.2071314086375355	0.45413925511620634	0.5417263824288787	long	short	long_short	FALSE
NonamEVm011504	5.265083246461841	-0.7834660808783723	0.4547671022597346	0.5424099365990519	long	short	long_short	FALSE
NonamEVm009180	1.7252474087764773	-1.5966682682742355	0.45564892390754924	0.5433962100493019	long	short	long_short	FALSE
NonamEVm009063	111.40701169753811	0.30916906140643013	0.45601668644871807	0.5437692648628165	long	short	long_short	FALSE
NonamEVm004624	38.60587075312562	-0.33927150432311187	0.45620212822800515	0.5439248507161853	long	short	long_short	FALSE
NonamEVm003485	81.46802178069528	-0.31959566901424985	0.45644477322440796	0.5441485936427829	long	short	long_short	FALSE
NonamEVm007205	7.458908279062236	-0.6529968371429257	0.45704316961947994	0.5447963390212447	long	short	long_short	FALSE
NonamEVm010311	2.232351037066956	-1.2525891599495687	0.45747570545424815	0.5451805854016426	long	short	long_short	FALSE
NonamEVm002541	74.19146129257219	-0.26033464454477034	0.45745907191547597	0.5451805854016426	long	short	long_short	FALSE
NonamEVm004069	39.08264490711411	-0.40689375381464415	0.4577565251408216	0.5454495572298098	long	short	long_short	FALSE
NonamEVm004363	251.27797472398953	0.18673139284155843	0.4578549602710009	0.545501166246307	long	short	long_short	FALSE
NonamEVm011429	2.778685235426994	1.2342105096521965	0.458218139227184	0.5457749537664717	long	short	long_short	FALSE
NonamEVm009838	2.949585209610168	-1.0092518325753481	0.4581926209073029	0.5457749537664717	long	short	long_short	FALSE
NonamEVm006198	5.66516153768624	-0.9408187479130826	0.45825021128189297	0.5457749537664717	long	short	long_short	FALSE
NonamEVm010340	3.0458621238356236	-0.9764672550072491	0.460110333787709	0.5479244119329926	long	short	long_short	FALSE
NonamEVm001857	127.13783754318094	0.2173735329220081	0.4603083597325008	0.5480942760092441	long	short	long_short	FALSE
NonamEVm011882	51.31215501985884	0.35030275529330923	0.4614145585841012	0.5493453406819376	long	short	long_short	FALSE
NonamEVm000587	676.7500002624546	-0.27248528283208584	0.46159166437402743	0.5493662041767742	long	short	long_short	FALSE
NonamEVm000025	343.1671673495946	-0.21022522742043567	0.46163570183041963	0.5493662041767742	long	short	long_short	FALSE
NonamEVm001208	211.3837991567407	-0.2055591460905977	0.46165413843310976	0.5493662041767742	long	short	long_short	FALSE
NonamEVm005684	234.51235756377318	-0.20202621295163067	0.4615921068507809	0.5493662041767742	long	short	long_short	FALSE
NonamEVm009566	2.9119877803807355	1.0718377792390823	0.46219195824125575	0.5499400768011864	long	short	long_short	FALSE
NonamEVm002701	113.29698187658852	0.28871871597143584	0.463709114896496	0.5516789373666415	long	short	long_short	FALSE
NonamEVm002477	167.99840929654593	0.22726292661916653	0.46398418710895645	0.5519398383976719	long	short	long_short	FALSE
NonamEVm006721	384.4022828150393	-0.2530030423616611	0.46435640224907937	0.55231622075203	long	short	long_short	FALSE
NonamEVm001509	249.48689884340655	-0.2334654196064782	0.4644846589678053	0.5524023777364981	long	short	long_short	FALSE
NonamEVm009150	6.313967741515948	-0.6600910186692708	0.4647673894329192	0.5526722044974968	long	short	long_short	FALSE
NonamEVm004118	3.569531422468835	0.9466176327478377	0.46545689672193863	0.5534256217662267	long	short	long_short	FALSE
NonamEVm009095	416.63456526164276	0.25646371761906495	0.46587018712018374	0.5538504771433612	long	short	long_short	FALSE
NonamEVm006340	161.52954674225367	-0.22516800771144171	0.4659814497987	0.5539162074724246	long	short	long_short	FALSE
NonamEVm001291	289.2463126518412	-0.3480298778738752	0.4665445303394694	0.5545189373335803	long	short	long_short	FALSE
NonamEVm008070	34.039707653252066	-0.331465511259527	0.46678749306178524	0.5547410869868412	long	short	long_short	FALSE
NonamEVm007058	164.44694102218568	-0.24302308070096965	0.46699503327646724	0.5549210914149759	long	short	long_short	FALSE
NonamEVm003772	50.136225679839306	-0.3696490030643247	0.46730453118444093	0.5552221924122017	long	short	long_short	FALSE
NonamEVm003552	26.900013890674717	-0.38785343382866955	0.4677061586230816	0.5556326705563044	long	short	long_short	FALSE
NonamEVm003505	9.151414245233363	-0.5934183006041166	0.4683262037840868	0.5563024982171796	long	short	long_short	FALSE
NonamEVm003585	139.06098884201737	-0.24540676424671717	0.4687099611415399	0.5566915236985933	long	short	long_short	FALSE
NonamEVm008649	3.4351041967876856	0.9089821074997242	0.46954196282855937	0.5576127762092192	long	short	long_short	FALSE
NonamEVm006278	114.99890321230882	0.22483180478864584	0.46971215797947596	0.5577479620068267	long	short	long_short	FALSE
NonamEVm003124	233.82454592096042	-0.19090151548302764	0.4705892039176343	0.5587223469668757	long	short	long_short	FALSE
NonamEVm005790	247.44979144734143	0.23426424129753248	0.4708358773785004	0.5589481576940547	long	short	long_short	FALSE
NonamEVm013270	2.2347688189514057	-1.1298291734910033	0.4711506320494463	0.559254726491702	long	short	long_short	FALSE
NonamEVm009219	2.000864983071494	1.3729803704241628	0.47156272977029506	0.559676753874651	long	short	long_short	FALSE
NonamEVm011944	19.192683003981266	0.5356094625740466	0.4717113799266507	0.5597860433809971	long	short	long_short	FALSE
NonamEVm012926	5.16537453170979	-0.7488012773286975	0.4719531881546089	0.5600058453211042	long	short	long_short	FALSE
NonamEVm010767	4.893644311704751	-0.7588236026170279	0.47201896368321766	0.5600167443482943	long	short	long_short	FALSE
NonamEVm006219	138.81942411482447	-0.31719741479754254	0.47305618642576236	0.5611260647963106	long	short	long_short	FALSE
NonamEVm002588	120.86188149704616	-0.21862278177945654	0.4730673765759518	0.5611260647963106	long	short	long_short	FALSE
NonamEVm010629	1.8388918626123036	-1.326562864219723	0.47412852104426656	0.5623173351215318	long	short	long_short	FALSE
NonamEVm010370	15.495861902424114	0.5156669411446494	0.4742912289892138	0.5623860927050147	long	short	long_short	FALSE
NonamEVm000616	224.99844222177566	-0.24679526476681043	0.47430015457922925	0.5623860927050147	long	short	long_short	FALSE
NonamEVm004029	39.795847329285394	0.30359012158562965	0.47455577859922765	0.5625543824889742	long	short	long_short	FALSE
NonamEVm006910	371.2864816746193	-0.1806399950190562	0.4745222206178361	0.5625543824889742	long	short	long_short	FALSE
NonamEVm010563	2.5058327974245778	-1.0537035040915337	0.47472343085492164	0.5626183319449466	long	short	long_short	FALSE
NonamEVm005103	506.4378181034091	0.19837376206507012	0.4747002304970355	0.5626183319449466	long	short	long_short	FALSE
NonamEVm004469	3.2905359190844865	-0.879387306621746	0.4751407553533123	0.5630454933512608	long	short	long_short	FALSE
NonamEVm009076	1.9758227853027763	-1.1742531776380853	0.4764597841413164	0.564475006669984	long	short	long_short	FALSE
NonamEVm008566	31.70127616687968	0.49905201204951144	0.4764611692314446	0.564475006669984	long	short	long_short	FALSE
NonamEVm010812	2.7590910552292227	1.2533961806864917	0.47670882364716893	0.564700804262914	long	short	long_short	FALSE
NonamEVm003840	247.95532251319784	0.19276069132329435	0.4773233582171882	0.5653610955017707	long	short	long_short	FALSE
NonamEVm001387	284.5124806943253	-0.22642678231903052	0.47767113160002705	0.5657053037714059	long	short	long_short	FALSE
NonamEVm008056	10.502256785195899	0.5320547604953269	0.47789010019972705	0.5658969045801722	long	short	long_short	FALSE
NonamEVm004436	1.7011304290928728	-1.5119860922783286	0.47821952607389967	0.566219242645048	long	short	long_short	FALSE
NonamEVm000413	318.53382945667477	0.19751790299849684	0.47852968561072784	0.5665186946768468	long	short	long_short	FALSE
NonamEVm001600	2.3083815203775973	-1.0564080167409502	0.4790269638495063	0.5669717538876587	long	short	long_short	FALSE
NonamEVm002652	51.699579813502	-0.2903652653036348	0.47897894038403743	0.5669717538876587	long	short	long_short	FALSE
NonamEVm001439	42.34679986089787	0.3316204749010526	0.47922363701767334	0.5671367031723147	long	short	long_short	FALSE
NonamEVm003957	17.10798490542476	-0.45992350380274	0.4793107302957506	0.5671719463119392	long	short	long_short	FALSE
NonamEVm011810	28.017511648819298	0.41302490333608405	0.4797104125416131	0.567509174239307	long	short	long_short	FALSE
NonamEVm001655	112.39969862395861	-0.23018242436287847	0.47966596737145856	0.567509174239307	long	short	long_short	FALSE
NonamEVm001560	259.476300823511	0.18415596397311332	0.48004542239051495	0.5678376165403461	long	short	long_short	FALSE
NonamEVm001146	24.730050240355848	-0.38868927035459716	0.48011059484232066	0.56784683238432	long	short	long_short	FALSE
NonamEVm001337	230.89783840893617	0.18789214044370192	0.48017608321350574	0.567856419632033	long	short	long_short	FALSE
NonamEVm001379	201.52001027819293	-0.22032365468711027	0.48041025738665416	0.5680654686459947	long	short	long_short	FALSE
NonamEVm005102	1005.1755652685665	-0.2553256683089093	0.48053675536393076	0.568147160224786	long	short	long_short	FALSE
NonamEVm006122	67.88025365023216	0.26567590674966557	0.4807680853659559	0.5683527622484171	long	short	long_short	FALSE
NonamEVm010078	1654.0688941114358	0.16483145170453142	0.4809029916576677	0.5684443389207213	long	short	long_short	FALSE
NonamEVm004950	179.74798785124307	-0.2262389658664605	0.4809698555348106	0.5684554747847229	long	short	long_short	FALSE
NonamEVm013216	158.33553036387397	-0.20763002046023238	0.48111183858455564	0.5685553803000672	long	short	long_short	FALSE
NonamEVm004676	208.73954502700303	0.20192958888472914	0.4813976182104857	0.5688251737087722	long	short	long_short	FALSE
NonamEVm011760	2.109550774611451	-1.2769259999615798	0.4818696403564067	0.5692973971251049	long	short	long_short	FALSE
NonamEVm010770	3612.47615323595	0.19651364526122514	0.4819123176755258	0.5692973971251049	long	short	long_short	FALSE
NonamEVm000654	3.5782649363911734	-0.8375952308021442	0.48255417150091257	0.5699875962249977	long	short	long_short	FALSE
NonamEVm010201	2.1642488412589995	-1.0639354135906185	0.4826975521351424	0.5700889098853527	long	short	long_short	FALSE
NonamEVm006700	12.802203956782183	0.6180681822855114	0.48292797097905854	0.5702268908223416	long	short	long_short	FALSE
NonamEVm003133	21.6949380499846	0.4482834829510445	0.48292962530133843	0.5702268908223416	long	short	long_short	FALSE
NonamEVm009789	6.36372972129985	1.0371480284112475	0.48312169510236874	0.570385623327731	long	short	long_short	FALSE
NonamEVm001034	117.54478649213536	-0.21191156819745363	0.48338638538659673	0.5706300453042779	long	short	long_short	FALSE
NonamEVm005327	28.07395705149989	-0.36628256211689725	0.48352538379759435	0.5707260493870461	long	short	long_short	FALSE
NonamEVm003406	48.26056322198189	-0.3660898670237954	0.48402438507093076	0.5712469069364259	long	short	long_short	FALSE
NonamEVm004807	81.93818051586614	-0.23425412719191369	0.4844255493131934	0.57158402718533	long	short	long_short	FALSE
NonamEVm004900	286.3571323047403	-0.2223129289524706	0.4843925378247963	0.57158402718533	long	short	long_short	FALSE
NonamEVm005808	336.12248941704826	-0.25103377392984544	0.4844889723460552	0.57159070938681	long	short	long_short	FALSE
NonamEVm007940	18.798949707554577	0.5050454088402045	0.4851780931873762	0.5723354881609578	long	short	long_short	FALSE
NonamEVm002877	3.252854887981565	1.01696697170064	0.48529198973412424	0.5723911212293715	long	short	long_short	FALSE
NonamEVm004375	228.74405904719697	0.19651057685795703	0.48534093555332014	0.5723911212293715	long	short	long_short	FALSE
NonamEVm007021	58.64255475405896	0.333717244802061	0.48548646177575777	0.5724945216554932	long	short	long_short	FALSE
NonamEVm008289	38.215416845014445	0.304981124870971	0.48600185507439975	0.5730339995015202	long	short	long_short	FALSE
NonamEVm001322	32.419443179424924	-0.4101719502778394	0.4861543410798797	0.5730772316052996	long	short	long_short	FALSE
NonamEVm002615	72.22893334324509	-0.2442698339996095	0.48615168056944796	0.5730772316052996	long	short	long_short	FALSE
NonamEVm010196	2.1096946660276337	-1.1110336426657705	0.4867592780506644	0.5737219885170766	long	short	long_short	FALSE
NonamEVm007633	22.405510880844897	0.3991894505371022	0.48698240124265524	0.5739166181609285	long	short	long_short	FALSE
NonamEVm005369	80.04594454858001	0.32021528434147906	0.48725631475465486	0.5741026897025914	long	short	long_short	FALSE
NonamEVm004936	175.7530050084144	0.25918396945926375	0.48724291975126377	0.5741026897025914	long	short	long_short	FALSE
NonamEVm008076	4.503911107675143	-0.7905843296816254	0.4873958713680223	0.5741304062680572	long	short	long_short	FALSE
NonamEVm000547	24.53860899236678	-0.36908402728489453	0.48735395165902146	0.5741304062680572	long	short	long_short	FALSE
NonamEVm002110	5.031506606360331	0.7695119203023947	0.4878649994039463	0.5744778717398206	long	short	long_short	FALSE
NonamEVm006787	7.352664736341489	-0.6261340701735137	0.4878007095776917	0.5744778717398206	long	short	long_short	FALSE
NonamEVm009460	25.948305233357672	0.3546367317168622	0.4878509492586914	0.5744778717398206	long	short	long_short	FALSE
NonamEVm008593	1.5700900970439589	-1.292695534151696	0.48806139712125035	0.57455180795869365	long	short	long_short	FALSE
NonamEVm002024	100.33053649292424	0.24989093965121265	0.48804426418624974	0.57455180795869365	long	short	long_short	FALSE
NonamEVm002179	82.91403511252386	-0.2353454924053043	0.4881019653909395	0.57455180795869365	long	short	long_short	FALSE
NonamEVm004445	89.04951851085723	-0.2565518979938385	0.48848206934036253	0.5749308465975532	long	short	long_short	FALSE
NonamEVm006853	48.260165532833746	0.303073297221227	0.4887481955544775	0.5751756621723284	long	short	long_short	FALSE
NonamEVm010943	2.707709281269078	-0.9647888496294961	0.4889885381952081	0.5751849012218923	long	short	long_short	FALSE
NonamEVm002929	13.816533335064904	0.44419728144394116	0.4888270946674491	0.5751849012218923	long	short	long_short	FALSE
NonamEVm004420	73.88727698884766	-0.2423171409320407	0.4889026845665727	0.5751849012218923	long	short	long_short	FALSE
NonamEVm006589	125.26564601215902	0.23452189104226373	0.4889787492234287	0.5751849012218923	long	short	long_short	FALSE
NonamEVm003864	2.7889288055974193	-0.9658917814052103	0.489528233669811	0.5757512955070655	long	short	long_short	FALSE
NonamEVm003519	1.5706257510469046	-1.2693290956822452	0.49022845634847917	0.5765063344057695	long	short	long_short	FALSE
NonamEVm004036	3369.384785518827	-0.1629997518367654	0.49045403833780704	0.5767030850036762	long	short	long_short	FALSE
NonamEVm003034	11.523485295567477	-0.5338650105302585	0.49058209363010713	0.5767851251709089	long	short	long_short	FALSE
NonamEVm001723	66.70400704128451	0.26325853890616174	0.490692117532367	0.5768459485745193	long	short	long_short	FALSE
NonamEVm001826	47.78505385267156	-0.3197777515676934	0.49156731921768776	0.577669024011373	long	short	long_short	FALSE
NonamEVm003091	52.44755269101473	-0.2765629192819489	0.4915673859336876	0.577669024011373	long	short	long_short	FALSE
NonamEVm000478	648.6206668190949	-0.1679727522308966	0.49147714480860255	0.577669024011373	long	short	long_short	FALSE
NonamEVm006031	79.23155806531933	-0.2763994884569478	0.49234373779263213	0.5785126607926725	long	short	long_short	FALSE
NonamEVm004154	140.37583888041146	-0.2695458037479638	0.4929725409052429	0.5791827454349144	long	short	long_short	FALSE
NonamEVm002090	1140.5979730402237	-0.18026987303789344	0.49339858276347354	0.5796144794666825	long	short	long_short	FALSE
NonamEVm000287	109.94942581798158	0.23581736582703483	0.49365419621107004	0.5798459258996735	long	short	long_short	FALSE
NonamEVm007891	199.17916990569447	0.20005543513510277	0.4938454893103564	0.5800017757198298	long	short	long_short	FALSE
NonamEVm004626	106.35603147641635	-0.21955293676109747	0.4939272677789776	0.5800289832610375	long	short	long_short	FALSE
NonamEVm006835	98.59844982989273	0.2145868949751979	0.49469183708919473	0.5808579045840853	long	short	long_short	FALSE
NonamEVm001556	116.45591398387836	-0.22631781362367853	0.4950777765572377	0.5812421018875815	long	short	long_short	FALSE
NonamEVm001952	719.3450612528002	-0.15121497894723793	0.49535470268078124	0.5814982369785304	long	short	long_short	FALSE
NonamEVm000302	172.67490149441036	-0.2290995921673138	0.4962156945345021	0.5824398663401059	long	short	long_short	FALSE
NonamEVm003005	237.61530812026018	-0.21329040974308075	0.4963005464361422	0.5824703756560796	long	short	long_short	FALSE
NonamEVm002801	472.05917020866605	0.19754131930921173	0.49683225116087937	0.583025252874192	long	short	long_short	FALSE
NonamEVm009007	305.60561141253396	0.18227659837170376	0.4969743019645773	0.5831227996492124	long	short	long_short	FALSE
NonamEVm004780	88.27016284976914	-0.3629598940126036	0.49777074331205357	0.5839880587808041	long	short	long_short	FALSE
NonamEVm004751	19.28291167982447	0.4086059951316482	0.49800644135079924	0.5841518055700993	long	short	long_short	FALSE
NonamEVm012308	78.63900834968308	0.31677442822924257	0.49802837344330303	0.5841518055700993	long	short	long_short	FALSE
NonamEVm010208	23.969955764648503	0.41819612283537366	0.49823874394118123	0.5843292972318	long	short	long_short	FALSE
NonamEVm010266	20.513406322600492	-0.36925256119809746	0.4993096149082927	0.5855158133822094	long	short	long_short	FALSE
NonamEVm011983	6.035283636253364	-0.692319144490301	0.4993839984020536	0.5855336549984268	long	short	long_short	FALSE
NonamEVm006110	88.91154280381625	0.2321858194364538	0.5008498275566988	0.5871827856297941	long	short	long_short	FALSE
NonamEVm004121	191.7846887908245	0.24876490429815362	0.501257479900387	0.5875910946569806	long	short	long_short	FALSE
NonamEVm004571	5.5797036782855844	0.7000260256829407	0.5015405016773392	0.5878532280704665	long	short	long_short	FALSE
NonamEVm009253	2.170248015224749	-1.0878907047490207	0.5020023019589712	0.5883248200125508	long	short	long_short	FALSE
NonamEVm009481	3.0663970245103656	-0.8916867825712435	0.5025152339830687	0.5888562173471223	long	short	long_short	FALSE
NonamEVm007960	934.4640183583531	-0.18500165387718548	0.502997445094238	0.589351493802105	long	short	long_short	FALSE
NonamEVm006551	548.800914801967	0.2595743533638954	0.5030948080212712	0.5893957878748075	long	short	long_short	FALSE
NonamEVm012568	8.621499248323056	-0.6262487946673712	0.5033517676477244	0.5896270232767378	long	short	long_short	FALSE
NonamEVm001534	159.95934589784193	0.21751065384315696	0.5034768804744763	0.5897037766807216	long	short	long_short	FALSE
NonamEVm004806	34.48616109136046	0.30736726542793535	0.5036178678235995	0.5897712912113681	long	short	long_short	FALSE
NonamEVm003022	393.6736737862071	-0.1796078976993618	0.5036537168580508	0.5897712912113681	long	short	long_short	FALSE
NonamEVm008645	6.4421346181735055	-0.6170446264881432	0.5037177425135972	0.589776476563483	long	short	long_short	FALSE
NonamEVm005003	4.8688647816392425	0.8655835184923673	0.5041294645431382	0.590188711832355	long	short	long_short	FALSE
NonamEVm002732	184.7280212775626	0.20524745755405208	0.5043329160033663	0.590357054266538	long	short	long_short	FALSE
NonamEVm006932	35.4550862918387	-0.29736023269093936	0.5049572810889013	0.590997892281119	long	short	long_short	FALSE
NonamEVm004102	121.47441350375203	-0.2656813294268284	0.5049998157972051	0.590997892281119	long	short	long_short	FALSE
NonamEVm001846	108.27438220128903	-0.23873041747236698	0.5050686505634063	0.5910085569321827	long	short	long_short	FALSE
NonamEVm000288	28.385625927743078	-0.34675062903953924	0.5059025728907494	0.5918624514563241	long	short	long_short	FALSE
NonamEVm004004	984.8483275858624	0.15278955161944588	0.5059179948331696	0.5918624514563241	long	short	long_short	FALSE
NonamEVm005707	3.3560146715114287	0.8399884427640042	0.5061831978814324	0.5920723973591511	long	short	long_short	FALSE
NonamEVm003777	42.676421869398276	-0.3135093586902897	0.5062171133847795	0.5920723973591511	long	short	long_short	FALSE
NonamEVm006178	18.46215099258634	-0.37861628727690744	0.5066705409165886	0.5925326959241977	long	short	long_short	FALSE
NonamEVm004440	9.497708613552007	-0.5414681510712381	0.5068448694378785	0.592666528176444	long	short	long_short	FALSE
NonamEVm003614	11.695460232870424	0.5530643115177802	0.507723030577599	0.5936232408549055	long	short	long_short	FALSE
NonamEVm006490	110.68043080205442	0.22743026906362113	0.5083017687160877	0.5942296873259779	long	short	long_short	FALSE
NonamEVm004334	569.3812444702718	0.16993195339627887	0.5086381210478215	0.5945526631099978	long	short	long_short	FALSE
NonamEVm000897	145.21248738124228	0.19348784887081408	0.5088149906349979	0.5946891634963906	long	short	long_short	FALSE
NonamEVm003484	2.365426088731025	-1.108185404509583	0.5089283720203552	0.5947514371177889	long	short	long_short	FALSE
NonamEVm007914	2.620519488761742	1.1440299763721922	0.5090577008592395	0.5948323305824813	long	short	long_short	FALSE
NonamEVm003600	54.51016925151314	0.2468298681986592	0.509417329526736	0.5951822778036104	long	short	long_short	FALSE
NonamEVm005177	40.334791855782115	0.43541482767086415	0.5095613063496931	0.5952369180292114	long	short	long_short	FALSE
NonamEVm007104	866.6204284833615	0.18187224120873938	0.5095843946587995	0.5952369180292114	long	short	long_short	FALSE
NonamEVm000653	55.26411270735785	-0.2869800702169522	0.5098025009574287	0.595421403219015	long	short	long_short	FALSE
NonamEVm003783	2.0849462852277516	1.1490822809603403	0.5098939796796786	0.5954579682452326	long	short	long_short	FALSE
NonamEVm006670	15.543834498521665	0.42183836191619595	0.5100135566157795	0.5955273340731273	long	short	long_short	FALSE
NonamEVm004599	4.898749750848961	-0.6940339828192676	0.5107203547714985	0.5962822830130662	long	short	long_short	FALSE
NonamEVm002599	938.9607003915469	0.17534587342461172	0.5109628795820473	0.5964950638603209	long	short	long_short	FALSE
NonamEVm007062	63.806303792258774	-0.28010058580671915	0.5119375674260926	0.5975624165190626	long	short	long_short	FALSE
NonamEVm006886	3.1741571252920715	0.9221073519176362	0.5120396410238607	0.5976110729534291	long	short	long_short	FALSE
NonamEVm009024	2.128155050172224	1.1296584565037564	0.512236774782433	0.5977706513262921	long	short	long_short	FALSE
NonamEVm010305	25.58623717176205	0.4012426603447327	0.5132318918595039	0.5988613137414988	long	short	long_short	FALSE
NonamEVm002155	1.8379644460225946	-1.1728668519664398	0.5135904886181324	0.5992090869329212	long	short	long_short	FALSE
NonamEVm002629	900.0114794788303	-0.16121466164625528	0.5137069221105278	0.5992742781098412	long	short	long_short	FALSE
NonamEVm010952	3.551708593320517	-0.9310465777711353	0.5140927116490186	0.5996536391417595	long	short	long_short	FALSE
NonamEVm004222	15.209718315594673	-0.5172020846988087	0.5142335654396714	0.5996765688888743	long	short	long_short	FALSE
NonamEVm000892	212.46331614991166	0.18463633008892488	0.51421660025335	0.5996765688888743	long	short	long_short	FALSE
NonamEVm005226	6.707473901626032	-0.5702582881791997	0.5144023731066827	0.5998027435211184	long	short	long_short	FALSE
NonamEVm013135	8.530373385042118	-0.5221179639581988	0.514743149747797	0.6001022227409784	long	short	long_short	FALSE
NonamEVm011309	18.324158033434937	0.44030076756493147	0.5147804940226521	0.6001022227409784	long	short	long_short	FALSE
NonamEVm003083	2.1394871565718563	1.137313921741974	0.5153084755897362	0.6004347903492323	long	short	long_short	FALSE
NonamEVm009948	1.92398056185431	-1.0722039670417163	0.5152538654693948	0.6004347903492323	long	short	long_short	FALSE
NonamEVm005074	2.735824511818235	0.9652537303502983	0.5151555509942845	0.6004347903492323	long	short	long_short	FALSE
NonamEVm006727	6.576613137815099	-0.74176959379525	0.5153023320947515	0.6004347903492323	long	short	long_short	FALSE
NonamEVm003915	512.2591652762526	0.15393669738379698	0.515523943127882	0.6006151331755969	long	short	long_short	FALSE
NonamEVm007212	609.0752600638245	0.16890253087095483	0.5164384551643963	0.6016097648389483	long	short	long_short	FALSE
NonamEVm008906	323.3720447912805	-0.2060430098882986	0.5167911495725312	0.601949766498325	long	short	long_short	FALSE
NonamEVm002345	8.344246845136341	-0.6503832435933572	0.5170337321142586	0.6021614467462285	long	short	long_short	FALSE
NonamEVm001267	655.349382207804	-0.1698260659699023	0.5172127970109431	0.6022991102871609	long	short	long_short	FALSE
NonamEVm007680	8197.475095786313	0.1987914324871839	0.5173848032695898	0.6024285225504012	long	short	long_short	FALSE
NonamEVm009131	4.338534256069904	0.7594627521586379	0.5175467239513581	0.6025461623791342	long	short	long_short	FALSE
NonamEVm006801	25.488093302462858	0.37802693501244544	0.5178206284122766	0.6027941346627325	long	short	long_short	FALSE
NonamEVm008864	4.0697862471920345	-0.7192226660525088	0.5180599029523666	0.6029988390859137	long	short	long_short	FALSE
NonamEVm009884	38.92149941879226	0.2717254984933124	0.5181183436486989	0.6029988390859137	long	short	long_short	FALSE
NonamEVm012116	1.5225094980234832	-1.1799485500351414	0.518618819117507	0.6035103285497235	long	short	long_short	FALSE
NonamEVm003123	10.143877889595448	0.5329023998196352	0.5194586280685027	0.6043454718276396	long	short	long_short	FALSE
NonamEVm008526	11.35859211303372	-0.4889130018619037	0.519435505525655	0.6043454718276396	long	short	long_short	FALSE
NonamEVm010390	170.1175500168391	-0.1994558820157941	0.5198759814372735	0.6047599285650945	long	short	long_short	FALSE
NonamEVm011633	4.2623096582791575	-0.7064686337055316	0.5201067780278195	0.6049572961169841	long	short	long_short	FALSE
NonamEVm012095	5.697392655672224	-0.7481420187062325	0.5203237489468422	0.6050851236901136	long	short	long_short	FALSE
NonamEVm004080	6.360227270810695	-0.6646576682089242	0.5203389655015023	0.6050851236901136	long	short	long_short	FALSE
NonamEVm011631	1.7746455378307509	-1.1583233408577862	0.5216927789770702	0.6065168868370638	long	short	long_short	FALSE
NonamEVm001632	72.36497258552978	-0.26322553693497586	0.5216625524880387	0.6065168868370638	long	short	long_short	FALSE
NonamEVm007303	214.77443713167753	0.19440095794926618	0.5218031467521277	0.6065739387124464	long	short	long_short	FALSE
