term	gene	description	ontology
GO:0003899	NonamEVm007809	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm011347	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000636	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm009425	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm005399	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000724	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm008538	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm006571	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000296	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000785	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000279	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm000512	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm005797	DNA-directed RNA polymerase activity	MF
GO:0003899	NonamEVm009686	DNA-directed RNA polymerase activity	MF
GO:0003904	NonamEVm003391	deoxyribodipyrimidine photo-lyase activity	MF
GO:0003904	NonamEVm003926	deoxyribodipyrimidine photo-lyase activity	MF
GO:0003906	NonamEVm008711	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003906	NonamEVm006424	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003906	NonamEVm006948	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003906	NonamEVm002361	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003906	NonamEVm006961	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003906	NonamEVm004050	DNA-(apurinic or apyrimidinic site) endonuclease activity	MF
GO:0003908	NonamEVm000172	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF
GO:0003908	NonamEVm006439	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF
GO:0003908	NonamEVm010800	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF
GO:0003909	NonamEVm001387	DNA ligase activity	MF
GO:0003909	NonamEVm001570	DNA ligase activity	MF
GO:0003909	NonamEVm001414	DNA ligase activity	MF
GO:0003909	NonamEVm004437	DNA ligase activity	MF
GO:0003909	NonamEVm001304	DNA ligase activity	MF
GO:0003910	NonamEVm001387	DNA ligase (ATP) activity	MF
GO:0003910	NonamEVm001414	DNA ligase (ATP) activity	MF
GO:0003910	NonamEVm004437	DNA ligase (ATP) activity	MF
GO:0003910	NonamEVm001304	DNA ligase (ATP) activity	MF
GO:0003916	NonamEVm001508	DNA topoisomerase activity	MF
GO:0003916	NonamEVm006896	DNA topoisomerase activity	MF
GO:0003916	NonamEVm001833	DNA topoisomerase activity	MF
GO:0003916	NonamEVm003655	DNA topoisomerase activity	MF
GO:0003916	NonamEVm001209	DNA topoisomerase activity	MF
GO:0003916	NonamEVm001068	DNA topoisomerase activity	MF
GO:0003916	NonamEVm000337	DNA topoisomerase activity	MF
GO:0003916	NonamEVm001161	DNA topoisomerase activity	MF
GO:0003917	NonamEVm001508	DNA topoisomerase type I (single strand cut, ATP-independent) activity	MF
GO:0003917	NonamEVm001209	DNA topoisomerase type I (single strand cut, ATP-independent) activity	MF
GO:0003917	NonamEVm001161	DNA topoisomerase type I (single strand cut, ATP-independent) activity	MF
GO:0003918	NonamEVm001833	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF
GO:0003918	NonamEVm001209	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF
GO:0003918	NonamEVm001068	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF
GO:0003918	NonamEVm000337	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	MF
GO:0003919	NonamEVm003212	FMN adenylyltransferase activity	MF
GO:0003921	NonamEVm002250	GMP synthase activity	MF
GO:0003922	NonamEVm002250	GMP synthase (glutamine-hydrolyzing) activity	MF
GO:0003923	NonamEVm006772	GPI-anchor transamidase activity	MF
GO:0003924	NonamEVm002766	GTPase activity	MF
GO:0003924	NonamEVm003514	GTPase activity	MF
GO:0003924	NonamEVm004684	GTPase activity	MF
GO:0003924	NonamEVm001607	GTPase activity	MF
GO:0003924	NonamEVm001764	GTPase activity	MF
GO:0003924	NonamEVm005566	GTPase activity	MF
GO:0003924	NonamEVm003551	GTPase activity	MF
GO:0003924	NonamEVm005657	GTPase activity	MF
GO:0003924	NonamEVm004643	GTPase activity	MF
GO:0003924	NonamEVm009441	GTPase activity	MF
GO:0003924	NonamEVm001372	GTPase activity	MF
GO:0003924	NonamEVm002566	GTPase activity	MF
GO:0003924	NonamEVm001997	GTPase activity	MF
GO:0003924	NonamEVm011055	GTPase activity	MF
GO:0003924	NonamEVm006089	GTPase activity	MF
GO:0003924	NonamEVm009753	GTPase activity	MF
GO:0003924	NonamEVm009924	GTPase activity	MF
GO:0003924	NonamEVm011543	GTPase activity	MF
GO:0003924	NonamEVm006908	GTPase activity	MF
GO:0003924	NonamEVm009800	GTPase activity	MF
GO:0003924	NonamEVm009400	GTPase activity	MF
GO:0003924	NonamEVm009405	GTPase activity	MF
GO:0003924	NonamEVm003336	GTPase activity	MF
GO:0003924	NonamEVm010045	GTPase activity	MF
GO:0003924	NonamEVm009038	GTPase activity	MF
GO:0003924	NonamEVm003600	GTPase activity	MF
GO:0003924	NonamEVm009617	GTPase activity	MF
GO:0003924	NonamEVm009886	GTPase activity	MF
GO:0003924	NonamEVm010458	GTPase activity	MF
GO:0003924	NonamEVm001502	GTPase activity	MF
GO:0003924	NonamEVm002464	GTPase activity	MF
GO:0003924	NonamEVm001124	GTPase activity	MF
GO:0003924	NonamEVm006747	GTPase activity	MF
GO:0003924	NonamEVm009356	GTPase activity	MF
GO:0003924	NonamEVm003427	GTPase activity	MF
GO:0003924	NonamEVm010479	GTPase activity	MF
GO:0003924	NonamEVm010964	GTPase activity	MF
GO:0003924	NonamEVm010224	GTPase activity	MF
GO:0003924	NonamEVm002947	GTPase activity	MF
GO:0003924	NonamEVm000914	GTPase activity	MF
GO:0003924	NonamEVm011393	GTPase activity	MF
GO:0003924	NonamEVm002137	GTPase activity	MF
GO:0003924	NonamEVm005674	GTPase activity	MF
GO:0003924	NonamEVm004381	GTPase activity	MF
GO:0003924	NonamEVm008788	GTPase activity	MF
GO:0003924	NonamEVm003147	GTPase activity	MF
GO:0003924	NonamEVm012604	GTPase activity	MF
GO:0003924	NonamEVm005946	GTPase activity	MF
GO:0003924	NonamEVm006183	GTPase activity	MF
GO:0003924	NonamEVm013006	GTPase activity	MF
GO:0003924	NonamEVm002104	GTPase activity	MF
GO:0003924	NonamEVm009776	GTPase activity	MF
GO:0003924	NonamEVm009497	GTPase activity	MF
GO:0003924	NonamEVm009472	GTPase activity	MF
GO:0003924	NonamEVm009277	GTPase activity	MF
GO:0003924	NonamEVm003885	GTPase activity	MF
GO:0003924	NonamEVm005060	GTPase activity	MF
GO:0003924	NonamEVm010482	GTPase activity	MF
GO:0003924	NonamEVm009921	GTPase activity	MF
GO:0003924	NonamEVm006157	GTPase activity	MF
GO:0003924	NonamEVm010174	GTPase activity	MF
GO:0003924	NonamEVm006466	GTPase activity	MF
GO:0003924	NonamEVm010277	GTPase activity	MF
GO:0003924	NonamEVm009702	GTPase activity	MF
GO:0003924	NonamEVm002549	GTPase activity	MF
GO:0003924	NonamEVm004699	GTPase activity	MF
GO:0003924	NonamEVm006839	GTPase activity	MF
GO:0003924	NonamEVm003177	GTPase activity	MF
GO:0003924	NonamEVm004562	GTPase activity	MF
GO:0003924	NonamEVm009553	GTPase activity	MF
GO:0003924	NonamEVm005945	GTPase activity	MF
GO:0003924	NonamEVm010294	GTPase activity	MF
GO:0003924	NonamEVm009357	GTPase activity	MF
GO:0003924	NonamEVm008160	GTPase activity	MF
GO:0003924	NonamEVm009470	GTPase activity	MF
GO:0003924	NonamEVm009057	GTPase activity	MF
GO:0003924	NonamEVm003358	GTPase activity	MF
GO:0003924	NonamEVm001281	GTPase activity	MF
GO:0003924	NonamEVm009301	GTPase activity	MF
GO:0003924	NonamEVm004945	GTPase activity	MF
GO:0003924	NonamEVm009982	GTPase activity	MF
GO:0003924	NonamEVm005368	GTPase activity	MF
GO:0003924	NonamEVm005922	GTPase activity	MF
GO:0003924	NonamEVm004348	GTPase activity	MF
GO:0003924	NonamEVm010262	GTPase activity	MF
GO:0003924	NonamEVm006301	GTPase activity	MF
GO:0003924	NonamEVm009853	GTPase activity	MF
GO:0003924	NonamEVm007296	GTPase activity	MF
GO:0003924	NonamEVm001100	GTPase activity	MF
GO:0003924	NonamEVm009168	GTPase activity	MF
GO:0003924	NonamEVm004658	GTPase activity	MF
GO:0003924	NonamEVm009527	GTPase activity	MF
GO:0003924	NonamEVm009300	GTPase activity	MF
GO:0003924	NonamEVm012463	GTPase activity	MF
GO:0003924	NonamEVm003393	GTPase activity	MF
GO:0003924	NonamEVm009903	GTPase activity	MF
GO:0003924	NonamEVm009262	GTPase activity	MF
GO:0003924	NonamEVm000916	GTPase activity	MF
GO:0003924	NonamEVm009304	GTPase activity	MF
GO:0003924	NonamEVm009757	GTPase activity	MF
GO:0003924	NonamEVm006063	GTPase activity	MF
GO:0003924	NonamEVm007954	GTPase activity	MF
GO:0003924	NonamEVm006703	GTPase activity	MF
GO:0003924	NonamEVm000374	GTPase activity	MF
GO:0003924	NonamEVm008026	GTPase activity	MF
GO:0003924	NonamEVm010275	GTPase activity	MF
GO:0003924	NonamEVm009943	GTPase activity	MF
GO:0003924	NonamEVm007794	GTPase activity	MF
GO:0003924	NonamEVm004035	GTPase activity	MF
GO:0003924	NonamEVm009055	GTPase activity	MF
GO:0003924	NonamEVm004612	GTPase activity	MF
GO:0003924	NonamEVm008194	GTPase activity	MF
GO:0003924	NonamEVm012458	GTPase activity	MF
GO:0003924	NonamEVm004660	GTPase activity	MF
GO:0003924	NonamEVm006108	GTPase activity	MF
GO:0003924	NonamEVm002319	GTPase activity	MF
GO:0003924	NonamEVm004688	GTPase activity	MF
GO:0003924	NonamEVm004536	GTPase activity	MF
GO:0003924	NonamEVm010525	GTPase activity	MF
GO:0003924	NonamEVm002082	GTPase activity	MF
GO:0003924	NonamEVm004472	GTPase activity	MF
GO:0003924	NonamEVm009922	GTPase activity	MF
GO:0003924	NonamEVm008601	GTPase activity	MF
GO:0003924	NonamEVm009174	GTPase activity	MF
GO:0003924	NonamEVm010246	GTPase activity	MF
GO:0003924	NonamEVm002713	GTPase activity	MF
GO:0003924	NonamEVm006160	GTPase activity	MF
GO:0003924	NonamEVm010276	GTPase activity	MF
GO:0003924	NonamEVm010317	GTPase activity	MF
GO:0003924	NonamEVm006170	GTPase activity	MF
GO:0003924	NonamEVm003547	GTPase activity	MF
GO:0003924	NonamEVm007753	GTPase activity	MF
GO:0003924	NonamEVm000680	GTPase activity	MF
GO:0003924	NonamEVm009678	GTPase activity	MF
GO:0003924	NonamEVm006874	GTPase activity	MF
GO:0003924	NonamEVm005093	GTPase activity	MF
GO:0003924	NonamEVm010145	GTPase activity	MF
GO:0003924	NonamEVm013130	GTPase activity	MF
GO:0003924	NonamEVm001351	GTPase activity	MF
GO:0003924	NonamEVm012421	GTPase activity	MF
GO:0003924	NonamEVm009706	GTPase activity	MF
GO:0003924	NonamEVm002546	GTPase activity	MF
GO:0003924	NonamEVm005777	GTPase activity	MF
GO:0003924	NonamEVm002442	GTPase activity	MF
GO:0003924	NonamEVm002000	GTPase activity	MF
GO:0003924	NonamEVm010095	GTPase activity	MF
GO:0003924	NonamEVm001067	GTPase activity	MF
GO:0003924	NonamEVm009417	GTPase activity	MF
GO:0003924	NonamEVm001840	GTPase activity	MF
GO:0003924	NonamEVm004671	GTPase activity	MF
GO:0003924	NonamEVm009668	GTPase activity	MF
GO:0003924	NonamEVm006455	GTPase activity	MF
GO:0003924	NonamEVm003136	GTPase activity	MF
GO:0003924	NonamEVm010853	GTPase activity	MF
GO:0003924	NonamEVm004656	GTPase activity	MF
GO:0003924	NonamEVm004289	GTPase activity	MF
GO:0003924	NonamEVm002351	GTPase activity	MF
GO:0003924	NonamEVm010247	GTPase activity	MF
GO:0003924	NonamEVm002986	GTPase activity	MF
GO:0003924	NonamEVm000533	GTPase activity	MF
GO:0003924	NonamEVm003268	GTPase activity	MF
GO:0003924	NonamEVm008053	GTPase activity	MF
GO:0003924	NonamEVm002968	GTPase activity	MF
GO:0003924	NonamEVm008020	GTPase activity	MF
GO:0003924	NonamEVm009330	GTPase activity	MF
GO:0003924	NonamEVm002694	GTPase activity	MF
GO:0003924	NonamEVm003114	GTPase activity	MF
GO:0003924	NonamEVm001920	GTPase activity	MF
GO:0003924	NonamEVm007158	GTPase activity	MF
GO:0003924	NonamEVm004983	GTPase activity	MF
GO:0003934	NonamEVm007394	GTP cyclohydrolase I activity	MF
GO:0003937	NonamEVm002911	IMP cyclohydrolase activity	MF
GO:0003938	NonamEVm003773	IMP dehydrogenase activity	MF
GO:0003938	NonamEVm005854	IMP dehydrogenase activity	MF
GO:0003939	NonamEVm004222	L-iditol 2-dehydrogenase (NAD+) activity	MF
GO:0003939	NonamEVm011926	L-iditol 2-dehydrogenase (NAD+) activity	MF
GO:0003939	NonamEVm008050	L-iditol 2-dehydrogenase (NAD+) activity	MF
GO:0003939	NonamEVm006258	L-iditol 2-dehydrogenase (NAD+) activity	MF
GO:0003940	NonamEVm002763	L-iduronidase activity	MF
GO:0003943	NonamEVm003316	N-acetylgalactosamine-4-sulfatase activity	MF
GO:0003943	NonamEVm002807	N-acetylgalactosamine-4-sulfatase activity	MF
GO:0003943	NonamEVm003411	N-acetylgalactosamine-4-sulfatase activity	MF
GO:0003948	NonamEVm006447	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	MF
GO:0003948	NonamEVm006529	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	MF
GO:0003950	NonamEVm006963	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003950	NonamEVm008593	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003950	NonamEVm001024	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003950	NonamEVm006184	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003950	NonamEVm006837	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003950	NonamEVm000777	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003951	NonamEVm002372	NAD+ kinase activity	MF
GO:0003951	NonamEVm005567	NAD+ kinase activity	MF
GO:0003951	NonamEVm005053	NAD+ kinase activity	MF
GO:0003951	NonamEVm004966	NAD+ kinase activity	MF
GO:0003952	NonamEVm002006	NAD+ synthase (glutamine-hydrolyzing) activity	MF
GO:0003954	NonamEVm011333	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010749	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011678	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm009940	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011648	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011390	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm008620	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm004404	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm005347	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm009522	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010931	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011635	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm009495	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm013183	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010313	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm006612	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011893	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm009558	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm013034	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm004291	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010837	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010916	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm013025	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm010065	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm005481	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm009163	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm008600	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm011728	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm001988	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm012067	NADH dehydrogenase activity	MF
GO:0003954	NonamEVm013535	NADH dehydrogenase activity	MF
GO:0003958	NonamEVm002989	NADPH-hemoprotein reductase activity	MF
GO:0003958	NonamEVm002169	NADPH-hemoprotein reductase activity	MF
GO:0003963	NonamEVm005910	RNA-3'-phosphate cyclase activity	MF
GO:0003973	NonamEVm007164	(S)-2-hydroxy-acid oxidase activity	MF
GO:0003973	NonamEVm005919	(S)-2-hydroxy-acid oxidase activity	MF
GO:0003975	NonamEVm005231	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	MF
GO:0003977	NonamEVm004229	UDP-N-acetylglucosamine diphosphorylase activity	MF
GO:0003978	NonamEVm002683	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm004299	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm005908	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm013332	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm013597	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm008520	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm002710	UDP-glucose 4-epimerase activity	MF
GO:0003978	NonamEVm006093	UDP-glucose 4-epimerase activity	MF
GO:0003979	NonamEVm004257	UDP-glucose 6-dehydrogenase activity	MF
GO:0003980	NonamEVm000364	UDP-glucose:glycoprotein glucosyltransferase activity	MF
GO:0003983	NonamEVm003604	UTP:glucose-1-phosphate uridylyltransferase activity	MF
GO:0003985	NonamEVm005446	acetyl-CoA C-acetyltransferase activity	MF
GO:0003985	NonamEVm005200	acetyl-CoA C-acetyltransferase activity	MF
GO:0003986	NonamEVm004861	acetyl-CoA hydrolase activity	MF
GO:0003986	NonamEVm004168	acetyl-CoA hydrolase activity	MF
GO:0003987	NonamEVm004651	acetate-CoA ligase activity	MF
GO:0003987	NonamEVm002292	acetate-CoA ligase activity	MF
GO:0003988	NonamEVm003374	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm009905	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm011926	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm005446	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm011826	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm004366	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm008050	acetyl-CoA C-acyltransferase activity	MF
GO:0003988	NonamEVm005200	acetyl-CoA C-acyltransferase activity	MF
GO:0003989	NonamEVm001450	acetyl-CoA carboxylase activity	MF
GO:0003989	NonamEVm000511	acetyl-CoA carboxylase activity	MF
GO:0003989	NonamEVm002308	acetyl-CoA carboxylase activity	MF
GO:0003989	NonamEVm000108	acetyl-CoA carboxylase activity	MF
GO:0003989	NonamEVm002346	acetyl-CoA carboxylase activity	MF
GO:0003990	NonamEVm010672	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003309	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003418	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003273	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003347	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003341	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003542	acetylcholinesterase activity	MF
GO:0003990	NonamEVm012732	acetylcholinesterase activity	MF
GO:0003990	NonamEVm003349	acetylcholinesterase activity	MF
GO:0003990	NonamEVm002965	acetylcholinesterase activity	MF
GO:0003990	NonamEVm002623	acetylcholinesterase activity	MF
