term	gene	description	ontology
GO:0032549	NonamEVm002782	ribonucleoside binding	MF
GO:0032549	NonamEVm002762	ribonucleoside binding	MF
GO:0032549	NonamEVm000655	ribonucleoside binding	MF
GO:0032549	NonamEVm000430	ribonucleoside binding	MF
GO:0032549	NonamEVm006230	ribonucleoside binding	MF
GO:0032549	NonamEVm004816	ribonucleoside binding	MF
GO:0032549	NonamEVm000467	ribonucleoside binding	MF
GO:0032549	NonamEVm002423	ribonucleoside binding	MF
GO:0032549	NonamEVm002713	ribonucleoside binding	MF
GO:0032549	NonamEVm005390	ribonucleoside binding	MF
GO:0032549	NonamEVm001304	ribonucleoside binding	MF
GO:0032549	NonamEVm001137	ribonucleoside binding	MF
GO:0032549	NonamEVm001750	ribonucleoside binding	MF
GO:0032549	NonamEVm002706	ribonucleoside binding	MF
GO:0032549	NonamEVm004854	ribonucleoside binding	MF
GO:0032549	NonamEVm002647	ribonucleoside binding	MF
GO:0032549	NonamEVm003295	ribonucleoside binding	MF
GO:0032549	NonamEVm005013	ribonucleoside binding	MF
GO:0032549	NonamEVm013676	ribonucleoside binding	MF
GO:0032549	NonamEVm002072	ribonucleoside binding	MF
GO:0032549	NonamEVm000150	ribonucleoside binding	MF
GO:0032549	NonamEVm003488	ribonucleoside binding	MF
GO:0032549	NonamEVm003131	ribonucleoside binding	MF
GO:0032549	NonamEVm000242	ribonucleoside binding	MF
GO:0032549	NonamEVm000324	ribonucleoside binding	MF
GO:0032549	NonamEVm010276	ribonucleoside binding	MF
GO:0032549	NonamEVm000599	ribonucleoside binding	MF
GO:0032549	NonamEVm003750	ribonucleoside binding	MF
GO:0032549	NonamEVm010317	ribonucleoside binding	MF
GO:0032549	NonamEVm006170	ribonucleoside binding	MF
GO:0032549	NonamEVm000621	ribonucleoside binding	MF
GO:0032549	NonamEVm003547	ribonucleoside binding	MF
GO:0032549	NonamEVm001729	ribonucleoside binding	MF
GO:0032549	NonamEVm002279	ribonucleoside binding	MF
GO:0032549	NonamEVm001168	ribonucleoside binding	MF
GO:0032549	NonamEVm001724	ribonucleoside binding	MF
GO:0032549	NonamEVm000720	ribonucleoside binding	MF
GO:0032549	NonamEVm000892	ribonucleoside binding	MF
GO:0032549	NonamEVm001537	ribonucleoside binding	MF
GO:0032549	NonamEVm006875	ribonucleoside binding	MF
GO:0032549	NonamEVm005377	ribonucleoside binding	MF
GO:0032549	NonamEVm013131	ribonucleoside binding	MF
GO:0032549	NonamEVm001926	ribonucleoside binding	MF
GO:0032549	NonamEVm003094	ribonucleoside binding	MF
GO:0032549	NonamEVm007753	ribonucleoside binding	MF
GO:0032549	NonamEVm011186	ribonucleoside binding	MF
GO:0032549	NonamEVm000372	ribonucleoside binding	MF
GO:0032549	NonamEVm012335	ribonucleoside binding	MF
GO:0032549	NonamEVm001534	ribonucleoside binding	MF
GO:0032549	NonamEVm010279	ribonucleoside binding	MF
GO:0032549	NonamEVm000166	ribonucleoside binding	MF
GO:0032549	NonamEVm002672	ribonucleoside binding	MF
GO:0032549	NonamEVm008050	ribonucleoside binding	MF
GO:0032549	NonamEVm012500	ribonucleoside binding	MF
GO:0032549	NonamEVm001899	ribonucleoside binding	MF
GO:0032549	NonamEVm000680	ribonucleoside binding	MF
GO:0032549	NonamEVm003383	ribonucleoside binding	MF
GO:0032549	NonamEVm009678	ribonucleoside binding	MF
GO:0032549	NonamEVm005010	ribonucleoside binding	MF
GO:0032549	NonamEVm000337	ribonucleoside binding	MF
GO:0032549	NonamEVm013499	ribonucleoside binding	MF
GO:0032549	NonamEVm000766	ribonucleoside binding	MF
GO:0032549	NonamEVm006373	ribonucleoside binding	MF
GO:0032549	NonamEVm005093	ribonucleoside binding	MF
GO:0032549	NonamEVm000552	ribonucleoside binding	MF
GO:0032549	NonamEVm009453	ribonucleoside binding	MF
GO:0032549	NonamEVm004351	ribonucleoside binding	MF
GO:0032549	NonamEVm003366	ribonucleoside binding	MF
GO:0032549	NonamEVm004127	ribonucleoside binding	MF
GO:0032549	NonamEVm002679	ribonucleoside binding	MF
GO:0032549	NonamEVm002028	ribonucleoside binding	MF
GO:0032549	NonamEVm009274	ribonucleoside binding	MF
GO:0032549	NonamEVm004355	ribonucleoside binding	MF
GO:0032549	NonamEVm000881	ribonucleoside binding	MF
GO:0032549	NonamEVm001103	ribonucleoside binding	MF
GO:0032549	NonamEVm006439	ribonucleoside binding	MF
GO:0032549	NonamEVm006555	ribonucleoside binding	MF
GO:0032549	NonamEVm005932	ribonucleoside binding	MF
GO:0032549	NonamEVm000274	ribonucleoside binding	MF
GO:0032549	NonamEVm002669	ribonucleoside binding	MF
GO:0032549	NonamEVm004502	ribonucleoside binding	MF
GO:0032549	NonamEVm001149	ribonucleoside binding	MF
GO:0032549	NonamEVm001802	ribonucleoside binding	MF
GO:0032549	NonamEVm006751	ribonucleoside binding	MF
GO:0032549	NonamEVm002138	ribonucleoside binding	MF
GO:0032549	NonamEVm000477	ribonucleoside binding	MF
GO:0032549	NonamEVm010145	ribonucleoside binding	MF
GO:0032549	NonamEVm004416	ribonucleoside binding	MF
GO:0032549	NonamEVm002147	ribonucleoside binding	MF
GO:0032549	NonamEVm013130	ribonucleoside binding	MF
GO:0032549	NonamEVm001351	ribonucleoside binding	MF
GO:0032549	NonamEVm000724	ribonucleoside binding	MF
GO:0032549	NonamEVm008594	ribonucleoside binding	MF
GO:0032549	NonamEVm005090	ribonucleoside binding	MF
GO:0032549	NonamEVm001245	ribonucleoside binding	MF
GO:0032549	NonamEVm000507	ribonucleoside binding	MF
GO:0032549	NonamEVm012421	ribonucleoside binding	MF
GO:0032549	NonamEVm000090	ribonucleoside binding	MF
GO:0032549	NonamEVm009706	ribonucleoside binding	MF
GO:0032549	NonamEVm007640	ribonucleoside binding	MF
GO:0032549	NonamEVm005931	ribonucleoside binding	MF
GO:0032549	NonamEVm002006	ribonucleoside binding	MF
GO:0032549	NonamEVm003225	ribonucleoside binding	MF
GO:0032549	NonamEVm003129	ribonucleoside binding	MF
GO:0032549	NonamEVm001476	ribonucleoside binding	MF
GO:0032549	NonamEVm000297	ribonucleoside binding	MF
GO:0032549	NonamEVm009442	ribonucleoside binding	MF
GO:0032549	NonamEVm011208	ribonucleoside binding	MF
GO:0032549	NonamEVm001696	ribonucleoside binding	MF
GO:0032549	NonamEVm000179	ribonucleoside binding	MF
GO:0032549	NonamEVm008513	ribonucleoside binding	MF
GO:0032549	NonamEVm003447	ribonucleoside binding	MF
GO:0032549	NonamEVm003512	ribonucleoside binding	MF
GO:0032549	NonamEVm003811	ribonucleoside binding	MF
GO:0032549	NonamEVm006317	ribonucleoside binding	MF
GO:0032549	NonamEVm002546	ribonucleoside binding	MF
GO:0032549	NonamEVm005777	ribonucleoside binding	MF
GO:0032549	NonamEVm003409	ribonucleoside binding	MF
GO:0032549	NonamEVm001952	ribonucleoside binding	MF
GO:0032549	NonamEVm002262	ribonucleoside binding	MF
GO:0032549	NonamEVm006137	ribonucleoside binding	MF
GO:0032549	NonamEVm003228	ribonucleoside binding	MF
GO:0032549	NonamEVm002442	ribonucleoside binding	MF
GO:0032549	NonamEVm004846	ribonucleoside binding	MF
GO:0032549	NonamEVm000846	ribonucleoside binding	MF
GO:0032549	NonamEVm000932	ribonucleoside binding	MF
GO:0032549	NonamEVm005384	ribonucleoside binding	MF
GO:0032549	NonamEVm000358	ribonucleoside binding	MF
GO:0032549	NonamEVm001529	ribonucleoside binding	MF
GO:0032549	NonamEVm005768	ribonucleoside binding	MF
GO:0032549	NonamEVm002235	ribonucleoside binding	MF
GO:0032549	NonamEVm006951	ribonucleoside binding	MF
GO:0032549	NonamEVm003827	ribonucleoside binding	MF
GO:0032549	NonamEVm009329	ribonucleoside binding	MF
GO:0032549	NonamEVm010417	ribonucleoside binding	MF
GO:0032549	NonamEVm000270	ribonucleoside binding	MF
GO:0032549	NonamEVm000523	ribonucleoside binding	MF
GO:0032549	NonamEVm002000	ribonucleoside binding	MF
GO:0032549	NonamEVm005914	ribonucleoside binding	MF
GO:0032549	NonamEVm001837	ribonucleoside binding	MF
GO:0032549	NonamEVm010095	ribonucleoside binding	MF
GO:0032549	NonamEVm001301	ribonucleoside binding	MF
GO:0032549	NonamEVm001067	ribonucleoside binding	MF
GO:0032549	NonamEVm008090	ribonucleoside binding	MF
GO:0032549	NonamEVm009417	ribonucleoside binding	MF
GO:0032549	NonamEVm000560	ribonucleoside binding	MF
GO:0032549	NonamEVm001018	ribonucleoside binding	MF
GO:0032549	NonamEVm005117	ribonucleoside binding	MF
GO:0032549	NonamEVm001142	ribonucleoside binding	MF
GO:0032549	NonamEVm004481	ribonucleoside binding	MF
GO:0032549	NonamEVm001066	ribonucleoside binding	MF
GO:0032549	NonamEVm002345	ribonucleoside binding	MF
GO:0032549	NonamEVm001265	ribonucleoside binding	MF
GO:0032549	NonamEVm000988	ribonucleoside binding	MF
GO:0032549	NonamEVm001840	ribonucleoside binding	MF
GO:0032549	NonamEVm000742	ribonucleoside binding	MF
GO:0032549	NonamEVm009840	ribonucleoside binding	MF
GO:0032549	NonamEVm005951	ribonucleoside binding	MF
GO:0032549	NonamEVm010545	ribonucleoside binding	MF
GO:0032549	NonamEVm004757	ribonucleoside binding	MF
GO:0032549	NonamEVm009879	ribonucleoside binding	MF
GO:0032549	NonamEVm005588	ribonucleoside binding	MF
GO:0032549	NonamEVm008074	ribonucleoside binding	MF
GO:0032549	NonamEVm000361	ribonucleoside binding	MF
GO:0032549	NonamEVm004671	ribonucleoside binding	MF
GO:0032549	NonamEVm000905	ribonucleoside binding	MF
GO:0032549	NonamEVm000039	ribonucleoside binding	MF
GO:0032549	NonamEVm002327	ribonucleoside binding	MF
GO:0032549	NonamEVm004239	ribonucleoside binding	MF
GO:0032549	NonamEVm002575	ribonucleoside binding	MF
GO:0032549	NonamEVm010623	ribonucleoside binding	MF
GO:0032549	NonamEVm000237	ribonucleoside binding	MF
GO:0032549	NonamEVm001878	ribonucleoside binding	MF
GO:0032549	NonamEVm000996	ribonucleoside binding	MF
GO:0032549	NonamEVm012672	ribonucleoside binding	MF
GO:0032549	NonamEVm000395	ribonucleoside binding	MF
GO:0032549	NonamEVm004212	ribonucleoside binding	MF
GO:0032549	NonamEVm004364	ribonucleoside binding	MF
GO:0032549	NonamEVm002184	ribonucleoside binding	MF
GO:0032549	NonamEVm000643	ribonucleoside binding	MF
GO:0032549	NonamEVm001785	ribonucleoside binding	MF
GO:0032549	NonamEVm009668	ribonucleoside binding	MF
GO:0032549	NonamEVm013059	ribonucleoside binding	MF
GO:0032549	NonamEVm000551	ribonucleoside binding	MF
GO:0032549	NonamEVm002216	ribonucleoside binding	MF
GO:0032549	NonamEVm005616	ribonucleoside binding	MF
GO:0032549	NonamEVm008815	ribonucleoside binding	MF
GO:0032549	NonamEVm006698	ribonucleoside binding	MF
GO:0032549	NonamEVm003136	ribonucleoside binding	MF
GO:0032549	NonamEVm004150	ribonucleoside binding	MF
GO:0032549	NonamEVm002501	ribonucleoside binding	MF
GO:0032549	NonamEVm001876	ribonucleoside binding	MF
GO:0032549	NonamEVm000717	ribonucleoside binding	MF
GO:0032549	NonamEVm001415	ribonucleoside binding	MF
GO:0032549	NonamEVm003378	ribonucleoside binding	MF
GO:0032549	NonamEVm003937	ribonucleoside binding	MF
GO:0032549	NonamEVm008702	ribonucleoside binding	MF
GO:0032549	NonamEVm000461	ribonucleoside binding	MF
GO:0032549	NonamEVm007039	ribonucleoside binding	MF
GO:0032549	NonamEVm002531	ribonucleoside binding	MF
GO:0032549	NonamEVm000646	ribonucleoside binding	MF
GO:0032549	NonamEVm011380	ribonucleoside binding	MF
GO:0032549	NonamEVm010853	ribonucleoside binding	MF
GO:0032549	NonamEVm004912	ribonucleoside binding	MF
GO:0032549	NonamEVm004955	ribonucleoside binding	MF
GO:0032549	NonamEVm000012	ribonucleoside binding	MF
GO:0032549	NonamEVm002778	ribonucleoside binding	MF
GO:0032549	NonamEVm000232	ribonucleoside binding	MF
GO:0032549	NonamEVm005352	ribonucleoside binding	MF
GO:0032549	NonamEVm013615	ribonucleoside binding	MF
GO:0032549	NonamEVm004656	ribonucleoside binding	MF
GO:0032549	NonamEVm006328	ribonucleoside binding	MF
GO:0032549	NonamEVm008313	ribonucleoside binding	MF
GO:0032549	NonamEVm005462	ribonucleoside binding	MF
GO:0032549	NonamEVm004527	ribonucleoside binding	MF
GO:0032549	NonamEVm002956	ribonucleoside binding	MF
GO:0032549	NonamEVm011262	ribonucleoside binding	MF
GO:0032549	NonamEVm000383	ribonucleoside binding	MF
GO:0032549	NonamEVm000968	ribonucleoside binding	MF
GO:0032549	NonamEVm007182	ribonucleoside binding	MF
GO:0032549	NonamEVm004033	ribonucleoside binding	MF
GO:0032549	NonamEVm005562	ribonucleoside binding	MF
GO:0032549	NonamEVm002459	ribonucleoside binding	MF
GO:0032549	NonamEVm004289	ribonucleoside binding	MF
GO:0032549	NonamEVm002351	ribonucleoside binding	MF
GO:0032549	NonamEVm010628	ribonucleoside binding	MF
GO:0032549	NonamEVm010247	ribonucleoside binding	MF
GO:0032549	NonamEVm002015	ribonucleoside binding	MF
GO:0032549	NonamEVm000162	ribonucleoside binding	MF
GO:0032549	NonamEVm003043	ribonucleoside binding	MF
GO:0032549	NonamEVm004386	ribonucleoside binding	MF
GO:0032549	NonamEVm004007	ribonucleoside binding	MF
GO:0032549	NonamEVm010322	ribonucleoside binding	MF
GO:0032549	NonamEVm000442	ribonucleoside binding	MF
GO:0032549	NonamEVm000348	ribonucleoside binding	MF
GO:0032549	NonamEVm006495	ribonucleoside binding	MF
GO:0032549	NonamEVm008092	ribonucleoside binding	MF
GO:0032549	NonamEVm001248	ribonucleoside binding	MF
GO:0032549	NonamEVm000819	ribonucleoside binding	MF
GO:0032549	NonamEVm000976	ribonucleoside binding	MF
GO:0032549	NonamEVm007480	ribonucleoside binding	MF
GO:0032549	NonamEVm004677	ribonucleoside binding	MF
GO:0032549	NonamEVm002984	ribonucleoside binding	MF
GO:0032549	NonamEVm001805	ribonucleoside binding	MF
GO:0032549	NonamEVm006869	ribonucleoside binding	MF
GO:0032549	NonamEVm005909	ribonucleoside binding	MF
GO:0032549	NonamEVm004454	ribonucleoside binding	MF
GO:0032549	NonamEVm002986	ribonucleoside binding	MF
GO:0032549	NonamEVm001368	ribonucleoside binding	MF
GO:0032549	NonamEVm005181	ribonucleoside binding	MF
GO:0032549	NonamEVm003285	ribonucleoside binding	MF
GO:0032549	NonamEVm000101	ribonucleoside binding	MF
GO:0032549	NonamEVm001723	ribonucleoside binding	MF
GO:0032549	NonamEVm000596	ribonucleoside binding	MF
GO:0032549	NonamEVm000356	ribonucleoside binding	MF
GO:0032549	NonamEVm005841	ribonucleoside binding	MF
GO:0032549	NonamEVm000781	ribonucleoside binding	MF
GO:0032549	NonamEVm000521	ribonucleoside binding	MF
GO:0032549	NonamEVm000464	ribonucleoside binding	MF
GO:0032549	NonamEVm002954	ribonucleoside binding	MF
GO:0032549	NonamEVm000626	ribonucleoside binding	MF
GO:0032549	NonamEVm002619	ribonucleoside binding	MF
GO:0032549	NonamEVm000615	ribonucleoside binding	MF
GO:0032549	NonamEVm002170	ribonucleoside binding	MF
GO:0032549	NonamEVm000808	ribonucleoside binding	MF
GO:0032549	NonamEVm000533	ribonucleoside binding	MF
GO:0032549	NonamEVm004747	ribonucleoside binding	MF
GO:0032549	NonamEVm000785	ribonucleoside binding	MF
GO:0032549	NonamEVm003493	ribonucleoside binding	MF
GO:0032549	NonamEVm000960	ribonucleoside binding	MF
GO:0032549	NonamEVm003658	ribonucleoside binding	MF
GO:0032549	NonamEVm000948	ribonucleoside binding	MF
GO:0032549	NonamEVm001223	ribonucleoside binding	MF
GO:0032549	NonamEVm001231	ribonucleoside binding	MF
GO:0032549	NonamEVm004417	ribonucleoside binding	MF
GO:0032549	NonamEVm003268	ribonucleoside binding	MF
GO:0032549	NonamEVm000279	ribonucleoside binding	MF
GO:0032549	NonamEVm000675	ribonucleoside binding	MF
GO:0032549	NonamEVm001422	ribonucleoside binding	MF
GO:0032549	NonamEVm008053	ribonucleoside binding	MF
GO:0032549	NonamEVm011327	ribonucleoside binding	MF
GO:0032549	NonamEVm003220	ribonucleoside binding	MF
GO:0032549	NonamEVm006188	ribonucleoside binding	MF
GO:0032549	NonamEVm002518	ribonucleoside binding	MF
GO:0032549	NonamEVm002342	ribonucleoside binding	MF
GO:0032549	NonamEVm002999	ribonucleoside binding	MF
GO:0032549	NonamEVm002073	ribonucleoside binding	MF
GO:0032549	NonamEVm004321	ribonucleoside binding	MF
GO:0032549	NonamEVm004295	ribonucleoside binding	MF
GO:0032549	NonamEVm002968	ribonucleoside binding	MF
GO:0032549	NonamEVm002338	ribonucleoside binding	MF
GO:0032549	NonamEVm003372	ribonucleoside binding	MF
GO:0032549	NonamEVm004560	ribonucleoside binding	MF
GO:0032549	NonamEVm008020	ribonucleoside binding	MF
GO:0032549	NonamEVm007218	ribonucleoside binding	MF
GO:0032549	NonamEVm009330	ribonucleoside binding	MF
GO:0032549	NonamEVm003031	ribonucleoside binding	MF
GO:0032549	NonamEVm002694	ribonucleoside binding	MF
GO:0032549	NonamEVm002625	ribonucleoside binding	MF
GO:0032549	NonamEVm003291	ribonucleoside binding	MF
GO:0032549	NonamEVm001511	ribonucleoside binding	MF
GO:0032549	NonamEVm003623	ribonucleoside binding	MF
GO:0032549	NonamEVm004140	ribonucleoside binding	MF
GO:0032549	NonamEVm001974	ribonucleoside binding	MF
GO:0032549	NonamEVm003851	ribonucleoside binding	MF
GO:0032549	NonamEVm000299	ribonucleoside binding	MF
GO:0032549	NonamEVm011472	ribonucleoside binding	MF
GO:0032549	NonamEVm005999	ribonucleoside binding	MF
GO:0032549	NonamEVm002374	ribonucleoside binding	MF
GO:0032549	NonamEVm005370	ribonucleoside binding	MF
GO:0032549	NonamEVm003114	ribonucleoside binding	MF
GO:0032549	NonamEVm001920	ribonucleoside binding	MF
GO:0032549	NonamEVm007158	ribonucleoside binding	MF
GO:0032549	NonamEVm007205	ribonucleoside binding	MF
GO:0032549	NonamEVm005797	ribonucleoside binding	MF
GO:0032549	NonamEVm004983	ribonucleoside binding	MF
GO:0032559	NonamEVm000776	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004428	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004883	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001220	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006305	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003185	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003825	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002857	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000564	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003212	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000079	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006176	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004720	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000735	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003320	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000351	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004961	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003197	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm013149	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005703	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000740	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000388	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002399	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001367	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003236	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003514	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000731	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002757	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000859	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001206	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000915	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007284	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002834	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000173	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000191	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000999	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000684	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002062	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001790	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004264	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000954	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000360	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005900	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011802	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008165	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000657	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003624	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001922	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003351	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002560	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001274	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004871	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006053	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000474	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001582	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000231	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002303	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000987	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001493	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000665	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000499	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002161	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000847	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002601	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000806	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009349	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004493	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002628	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000129	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002248	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009923	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001128	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001438	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000026	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001658	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006010	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000154	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002022	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004774	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002901	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011832	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006757	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001032	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000306	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006983	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002086	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002157	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010056	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005185	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005449	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006217	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000754	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002592	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003527	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001903	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002603	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001372	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001320	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003495	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001355	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002566	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010229	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007817	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm012758	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005085	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002554	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006152	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000098	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002256	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002212	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003879	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008749	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001017	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005460	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005884	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001023	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000516	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002003	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000353	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000428	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000630	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006101	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009931	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011803	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011024	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004963	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm003303	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm005068	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004175	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001106	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001636	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004423	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006470	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm007846	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000725	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001797	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm001303	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000319	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm006459	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm000141	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm002040	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm010922	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm004884	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm008643	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm011043	adenyl ribonucleotide binding	MF
GO:0032559	NonamEVm009839	adenyl ribonucleotide binding	MF
